Path,Extension,Role,Bytes,Lines
tests/test25_data_sort_ascending.uxm,.uxm,uxm_test_or_program,230,24
tests/test26_tape_sort_descending_chars.uxm,.uxm,uxm_test_or_program,151,12
tests/test27_tape_linear_search.uxm,.uxm,uxm_test_or_program,131,11
tests/test28_dynamic_meta_fifo.uxm,.uxm,uxm_test_or_program,110,9
tests/test29_nested_macro_call.uxm,.uxm,uxm_test_or_program,97,5
tests/test30_word_mode_add.uxm,.uxm,uxm_test_or_program,106,8
tests/test31_safe_mode_wild_denied.uxm,.uxm,uxm_test_or_program,148,10
tests/test32_wild_layout_change.uxm,.uxm,uxm_test_or_program,125,10
tests/test33_bitwise_and_stack.uxm,.uxm,uxm_test_or_program,100,9
tests/test34_data_block_clear.uxm,.uxm,uxm_test_or_program,159,16
tests/test35_optimizer_visible_result.uxm,.uxm,uxm_test_or_program,91,7
tests/test40_4bit_cpu_alu_model.uxm,.uxm,uxm_test_or_program,1128,105
tests/test41_4_neuron_nn_model.uxm,.uxm,uxm_test_or_program,1227,108
tests/test42_error_flag_set_reset.uxm,.uxm,uxm_test_or_program,129,10
tests/test43_error_macro_helpers.uxm,.uxm,uxm_test_or_program,198,17
tests/test44_asin.uxm,.uxm,uxm_test_or_program,47,5
tests/test44_meta_version_info.uxm,.uxm,uxm_test_or_program,100,7
tests/test45_acos.uxm,.uxm,uxm_test_or_program,47,5
tests/test45_pointer_meta_extended.uxm,.uxm,uxm_test_or_program,116,13
tests/test46_fifo_clear.uxm,.uxm,uxm_test_or_program,132,17
tests/test46_sqrt.uxm,.uxm,uxm_test_or_program,46,5
tests/test47_sinh.uxm,.uxm,uxm_test_or_program,47,5
tests/test47_tape_sort_ascending.uxm,.uxm,uxm_test_or_program,150,12
tests/test48_cosh.uxm,.uxm,uxm_test_or_program,48,5
tests/test48_data_sort_descending.uxm,.uxm,uxm_test_or_program,231,24
tests/test49_data_linear_search.uxm,.uxm,uxm_test_or_program,104,9
tests/test49_tanh.uxm,.uxm,uxm_test_or_program,47,5
tests/test50_tape_block_copy_clear.uxm,.uxm,uxm_test_or_program,253,25
tests/test51_meta_print_stack_pop.uxm,.uxm,uxm_test_or_program,91,6
tests/test52_meta_print_hex.uxm,.uxm,uxm_test_or_program,70,5
tests/test53_meta_print_bin.uxm,.uxm,uxm_test_or_program,69,5
tests/test54_meta_print_char_raw.uxm,.uxm,uxm_test_or_program,73,5
tests_fp/test_fp01_add_int.uxm,.uxm,uxm_test_or_program,223,20
tests_fp/test_fp02_sub_int.uxm,.uxm,uxm_test_or_program,224,20
tests_fp/test_fp03_mul_int.uxm,.uxm,uxm_test_or_program,224,20
tests_fp/test_fp04_div_int.uxm,.uxm,uxm_test_or_program,221,20
tests_fp/test_fp05_from_string.uxm,.uxm,uxm_test_or_program,121,10
tests_fp/test_fp06_add_dec_string.uxm,.uxm,uxm_test_or_program,246,22
tests_fp/test_fp07_int_zero_sign_abs.uxm,.uxm,uxm_test_or_program,399,39
tests_matrix/_tmp_det_debug.uxm,.uxm,uxm_test_or_program,144,9
tests_matrix/test_matrix01_init_set_print.uxm,.uxm,uxm_test_or_program,468,46
tests_matrix/test_matrix02_add_2x2.uxm,.uxm,uxm_test_or_program,246,18
tests_matrix/test_matrix03_mul_2x2.uxm,.uxm,uxm_test_or_program,218,17
tests_matrix/test_matrix04_identity_trace_det2.uxm,.uxm,uxm_test_or_program,390,30
tools/README.md,.md,document,541,18
tools/generate_release_notes.ps1,.ps1,build_script,4239,152
uX_Minima_Kullanim Klavuzu.md,.md,document,28886,1398
ux minima projesinde yapilan isler.md,.md,document,19016,541
ux_minima_IDE_vscode.md,.md,document,12117,372
ux_minima_full v31.md,.md,document,156822,4826
ux_minimax_ide_tasarimi_dusuncesi.md,.md,document,11025,406
uxm31_compiler_fb.bas,.bas,freebasic_source,64345,1693
uxm31_compiler_fb.clean.bas,.bas,freebasic_source,56208,1524
uxm31_full_tool_fb.bas,.bas,freebasic_source,75586,2020
uxm31_full_tool_fb_2.bas,.bas,freebasic_source,59936,1655
uxm31_runtime_fb.bas,.bas,freebasic_source,29675,1167
uxm31_runtime_fb_full.bas,.bas,freebasic_source,37803,1427
uxm_V3.1_Full_Final/README.md,.md,document,560,18
uxm_V3.1_Full_Final/yeni tasarim eksiklikler.md,.md,document,59673,2677
yeni tasarim eksiklikler.md,.md,document,59591,2676
