"From","Line","Target","ExactExists","NameExists","FileName"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","22","7. Run Trace butonu ile programı uxm31_full_tool.exe","False","False","7. run trace butonu ile programı uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","33","package.json","False","True","package.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","34","tsconfig.json","False","True","tsconfig.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","35","language-configuration.json","False","True","language-configuration.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","37","uxm.tmLanguage.json","False","True","uxm.tmlanguage.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","41","extension.ts","False","True","extension.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","42","commands.ts","False","False","commands.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","43","diagnostics.ts","False","True","diagnostics.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","44","metaServices.ts","False","True","metaservices.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","45","traceReader.ts","False","True","tracereader.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","46","toolchain.ts","False","True","toolchain.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","48","memoryView.ts","False","True","memoryview.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","49","traceView.ts","False","False","traceview.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","50","stackView.ts","False","False","stackview.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","51","fifoView.ts","False","False","fifoview.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","52","dataView.ts","False","False","dataview.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","58","uxm31_full_tool.exe","False","False","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","59","uxm31_compiler_full.exe","False","False","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","60","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","61","README_TOOLCHAIN.md","False","True","readme_toolchaın.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","63","UXM_LANGUAGE_SPEC.md","False","True","uxm_language_spec.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","64","UXM_META_SERVICES.md","False","True","uxm_meta_servıces.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","65","UXM_MEMORY_MODEL.md","False","True","uxm_memory_model.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","66","UXM_IDE_PROTOCOL.md","False","True","uxm_ıde_protocol.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","67","UXM_TRACE_FORMAT.md","False","True","uxm_trace_format.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","68","UXM_EXAMPLES.md","False","True","uxm_examples.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","70","copilot-instructions.md","False","True","copilot-instructions.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","71","README.md","False","True","readme.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","76","uxm31_full_tool.exe run program.uxm","False","False","uxm31_full_tool.exe run program.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","93","uxm31_full_tool.exe","False","False","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","201",".github/copilot-instructions.md","False","True","copilot-instructions.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","202","docs/UXM_LANGUAGE_SPEC.md","False","True","uxm_language_spec.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","203","docs/UXM_META_SERVICES.md","False","True","uxm_meta_servıces.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","204","docs/UXM_MEMORY_MODEL.md","False","True","uxm_memory_model.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","205","docs/UXM_IDE_PROTOCOL.md","False","True","uxm_ıde_protocol.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","206","docs/UXM_TRACE_FORMAT.md","False","True","uxm_trace_format.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","207","docs/UXM_EXAMPLES.md","False","True","uxm_examples.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","212",".github/copilot-instructions.md","False","True","copilot-instructions.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","222","- .uxm","False","False","- .uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","267","manda tasks.json","False","False","manda tasks.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","274","1. .uxm","False","False","1. .uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","303","package.json","False","True","package.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","304","language-configuration.json","False","True","language-configuration.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","305","syntaxes/uxm.tmLanguage.json","False","True","uxm.tmlanguage.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","307","src/extension.ts","False","True","extension.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","308","src/toolchain.ts","False","True","toolchain.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","309","src/traceReader.ts","False","True","tracereader.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","310","src/views/memoryView.ts","False","True","memoryview.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","311","docs/UXM_LANGUAGE_SPEC.md","False","True","uxm_language_spec.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","312",".github/copilot-instructions.md","False","True","copilot-instructions.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1","KULLANMA_KILAVUZU.md","False","False","kullanma_kılavuzu.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","39","uxm31_compiler_fb_full.bas","False","False","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","40","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","41","uxm31_full_tool_fb.bas","False","True","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","78","uxm31_compiler_fb_full.bas","False","False","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","80","x64 NASM .asm","False","False","x64 nasm .asm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","82","NASM ile .obj","False","False","nasm ile .obj"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","84","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","86","Windows .exe","False","False","windows .exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","92","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe","False","False","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","93","uxm31_compiler_full.exe tests_full\test20_fifo_char_order.uxm build\test20.asm build\test20.uir.json build\test20.opt.json","False","False","test20.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","94","nasm -f win64 build\test20.asm -o build\test20.obj","False","False","test20.obj"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","95","fbc uxm31_runtime_fb_full.bas build\test20.obj -x build\test20.exe","False","False","test20.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","96","build\test20.exe","False","False","test20.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","106","fbc uxm31_full_tool_fb.bas -x uxm31_full_tool.exe","False","False","fbc uxm31_full_tool_fb.bas -x uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","107","uxm31_full_tool.exe run tests_full\test20_fifo_char_order.uxm","False","True","test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","113","uxm31_full_tool.exe uir tests_full\test20_fifo_char_order.uxm build\test20.uir.json","False","False","test20.uir.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","119","uxm31_full_tool.exe opt tests_full\test20_fifo_char_order.uxm build\test20.opt.json","False","False","test20.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","122","ide_run.json","False","False","ide_run.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","125","tests_full\\test20_fifo_char_order.uxm","False","True","test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","131","uxm31_full_tool.exe ide ide_run.json","False","False","uxm31_full_tool.exe ide ide_run.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1009","uxm31_full_tool.exe run tests_full\test20_fifo_char_order.uxm","False","True","test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1041","uxm31_full_tool.exe uir tests_full\test20_fifo_char_order.uxm build\test20.uir.json","False","False","test20.uir.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1047","uxm31_compiler_full.exe tests_full\test20_fifo_char_order.uxm build\test20.asm build\test20.uir.json build\test20.opt.json","False","False","test20.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1081","uxm31_full_tool.exe opt tests_full\test35_optimizer_visible_result.uxm build\test35.opt.json","False","False","test35.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1187","uxm31_compiler_fb_full.bas","False","False","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1201","uxm31_full_tool_fb.bas","False","True","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1322","uxm31_full_tool.exe run program.uxm","False","False","uxm31_full_tool.exe run program.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1323","uxm31_full_tool.exe uir program.uxm build\program.uir.json","False","False","program.uir.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1324","uxm31_full_tool.exe opt program.uxm build\program.opt.json","False","False","program.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1325","uxm31_compiler_full.exe program.uxm build\program.asm build\program.uir.json build\program.opt.json","False","False","program.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1326","nasm -f win64 build\program.asm -o build\program.obj","False","False","program.obj"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1327","fbc uxm31_runtime_fb_full.bas build\program.obj -x build\program.exe","False","False","program.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1328","build\program.exe","False","False","program.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","132","uxm31_full_tool.exe","False","False","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","133","uxm31_compiler_full.exe","False","False","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","134","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","135","nasm.exe","False","False","nasm.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","136","fbc.exe","False","False","fbc.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","165",".uxm","False","False",".uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","219","program.uxm.map.json","False","False","program.uxm.map.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","297","uxm31_full_tool.exe run program.uxm","False","False","uxm31_full_tool.exe run program.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","326","uxm31_full_tool.exe uir program.uxm build\program.uir.json","False","False","program.uir.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","327","uxm31_full_tool.exe opt program.uxm build\program.opt.json","False","False","program.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","348","uxm31_compiler_full.exe program.uxm build\program.asm build\program.uir.json build\program.opt.json","False","False","program.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","349","nasm -f win64 build\program.asm -o build\program.obj","False","False","program.obj"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","350","fbc uxm31_runtime_fb_full.bas build\program.obj -x build\program.exe","False","False","program.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","389","package.json","False","True","package.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","390","language-configuration.json","False","True","language-configuration.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","391","syntaxes/uxm.tmLanguage.json","False","True","uxm.tmlanguage.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","393","src/extension.ts","False","True","extension.ts"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","395","uxm31_full_tool.exe","False","False","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","396","uxm31_compiler_full.exe","False","False","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","397","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","398","README.md","False","True","readme.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\UX-FP V1\Decimal_FP_Sistemi.md","790","0..bas","False","False","0..bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\UX-FP V1\Decimal_FP_Sistemi.md","1075","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","463","ux_fp_v1.uxm","False","False","ux_fp_v1.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","744","ux_fp_v1.uxm","False","False","ux_fp_v1.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","1242","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2104","ux_fp_v1.uxm","False","False","ux_fp_v1.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2150","tests_fp\test_fp01_add_int.uxm","False","False","test_fp01_add_int.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2176","tests_fp\test_fp02_sub_int.uxm","False","False","test_fp02_sub_int.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2201","tests_fp\test_fp03_mul_int.uxm","False","False","test_fp03_mul_int.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2226","tests_fp\test_fp04_div_int.uxm","False","False","test_fp04_div_int.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2251","tests_fp\test_fp05_from_string.uxm","False","False","test_fp05_from_string.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2266","tests_fp\test_fp06_add_dec_string.uxm","False","False","test_fp06_add_dec_string.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2349","uxm31_compiler_fb_full.bas","False","False","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2350","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2351","uxm31_full_tool_fb.bas","False","True","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2352","ux_fp_v1.uxm","False","False","ux_fp_v1.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2361","uxm31_compiler_fb_full.bas","False","False","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2363","uxm31_runtime_fb_full.bas","False","True","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2365","uxm31_full_tool_fb.bas","False","True","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2367","ux_fp_v1.uxm","False","False","ux_fp_v1.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2400","uxm31_compiler_fb_full.bas","False","False","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2401","uxm31_full_tool_fb.bas","False","True","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2404","UXM_LANGUAGE_SPEC.md","False","True","uxm_language_spec.md"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2550","ux_fp_v1.uxm","False","False","ux_fp_v1.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2589","test20_fifo_char_order.uxm","False","True","test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2590","test_fp04_div_int.uxm","False","False","test_fp04_div_int.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2591","test_fp06_add_dec_string.uxm","False","False","test_fp06_add_dec_string.uxm"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2621","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe","False","False","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2622","uxm31_compiler_full.exe program.uxm build\program.asm build\program.uir.json build\program.opt.json","False","False","program.opt.json"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2623","nasm -f win64 build\program.asm -o build\program.obj","False","False","program.obj"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2624","fbc uxm31_runtime_fb_full.bas build\program.obj -x build\program.exe","False","False","program.exe"
"C:\Users\mete\Downloads\uxminima\calisilan\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2630","build_native.bat program.uxm","False","False","build_native.bat program.uxm"
